Data Source,Indicadores del desarrollo mundial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,20/7/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
República Checa,CZE,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.609999835,5.650000036,5.660000026,5.680000007,5.710000217,5.750000179,5.810000062,6.779999793,7.550000191,7.74000001,8.220000148,8.369999886,9.589999676,8.969999909,8.420000076,8.650000095,8.700000167,8.730000019,9.440000057,10.36999965,11.06000018,11.64999962,11.61999977,11.18999994,10.91999984,11.60000008,11.31999952,10.7700001,10.53000033,,
Alemania,DEU,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.700000048,5.74000001,5.849999905,5.609999895,5.910000086,5.459999919,5.559999943,5.550000072,5.210000038,5.23999989,5.860000134,5.679999948,5.710000277,6.139999986,6.810000181,6.650000095,6.720000029,6.339999914,5.909999847,5.850000024,6.000000119,5.869999945,5.610000074,5.479999959,5.239999831,5.220000088,5.160000086,4.98999998,4.669999987,,
Djibouti,DJI,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.7699995,46.90999889,47.18000031,47.43000031,47.69999886,48.07999992,48.34999943,48.81000137,48.88000202,48.97999954,49.13999844,48.99999952,48.78000164,48.54999924,48.41000032,48.05999804,47.67000103,47.18999958,46.6899991,46.45000029,45.9299984,45.30999851,45.12999821,44.57999849,43.94000125,43.21000171,42.63999867,41.99999857,41.36999822,,
Dominica,DMA,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dinamarca,DNK,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.799999952,5.880000114,5.660000086,5.410000086,4.430000067,4.570000052,4.310000181,4.559999943,4.259999871,4.250000119,3.49000001,3.389999986,3.720000029,3.859999895,4.090000033,4,3.649999917,3.509999871,3.930000007,3.789999932,3.640000015,3.98999992,3.869999915,3.859999925,3.669999957,3.839999974,3.759999961,3.549999923,3.680000037,,
República Dominicana,DOM,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.01000023,35.28999972,31.71999979,29.21999931,28.77000046,28.53000021,28.4799993,28.30000043,28.15999961,28.04999995,29.55000043,30.3399992,28.25999999,26.36000061,29.76000071,28.3799994,28.92000031,31.53999996,29.15999913,30.39999938,30.40999937,29.40000081,28.52000046,27.53999972,30.01000047,29.14000058,28.57000017,28.86999917,27.53999925,,
Argelia,DZA,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.29000092,38.36000061,38.36000061,38.34000015,38.36000013,38.3300004,38.21000099,38.09999895,37.60000038,36.94000053,36.43999958,34.19000053,32.06999969,30.76000023,29.51999903,28.4199996,27.42999935,26.5,25.74000049,24.90000057,24.15999961,24.30000043,24.41999984,24.10999966,23.88999939,23.61999989,23.36000061,23.40000057,23.45999956,,
Asia oriental y el Pacífico (excluido altos ingresos),EAP,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.16834496,67.22095369,66.14126024,65.22483623,64.37037302,63.59180689,62.8705761,62.61131776,62.22285533,61.72544578,61.07722818,60.57256452,59.86960434,58.787118,57.62864029,56.64474354,55.81599868,55.06989669,54.29693265,53.4849419,52.69943014,52.00944094,51.3256806,50.78063098,50.00799105,49.58055398,49.19352643,48.68472387,47.82927185,,
inicial del dividendo demográfico,EAR,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.32690778,74.16337198,74.26412201,74.05758398,73.97801593,73.54208962,73.04804163,73.17297843,72.82400421,72.60019931,72.28847347,72.2956577,72.33117285,71.98182041,71.07494561,70.29117968,69.79405966,69.22339491,68.88554169,68.26313128,66.50978999,64.60861294,63.68603254,62.90951168,62.0032975,61.12565307,60.50161709,59.88021864,59.49141888,,
Asia oriental y el Pacífico,EAS,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.74928524,62.84011671,61.81938104,60.92614618,60.11715309,59.36873008,58.65673826,58.51423463,58.14906632,57.62928839,56.93398636,56.4335637,55.74548354,54.69893839,53.5829294,52.57995534,51.77889536,51.02915198,50.28558376,49.45578508,48.73959607,48.09556329,47.39020352,46.86781877,46.09363081,45.63701427,45.23885695,44.71218657,43.88658353,,
Europa y Asia central (excluido altos ingresos),ECA,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.77388405,15.05436635,15.31743993,16.82313467,17.70995556,18.37088202,19.3188275,19.98116844,23.81884685,23.31520238,22.77689739,22.3767274,21.94156306,21.28843933,21.1551852,20.61348939,19.97841352,19.89366545,20.14901502,19.63118015,19.7763267,19.34060441,19.36990115,17.96484188,17.72736494,17.37596619,16.87787491,16.53374137,16.36586392,,
Europa y Asia central,ECS,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.15596748,14.48027133,14.57680578,15.15412135,15.5365042,15.49604807,15.90717149,15.94330512,17.39202493,16.98424542,16.70364118,16.08875318,15.76861971,15.21117013,15.10610976,14.72041575,14.33355917,14.09176179,14.15751267,14.04524487,14.05590406,13.8709795,13.81023559,13.2159533,12.93598476,12.65101036,12.32368339,12.09915537,11.95243261,,
Ecuador,ECU,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.07999992,54.04000092,53.30999947,51.79999924,52.78999901,52.30999947,49.52999878,52.80999947,53.25,53.1099987,53.04000092,50.51999855,48.28999901,52.90999985,48.80999947,51.05999947,50.57999802,49.76000023,50.30999947,48.46999836,51.16999817,50.78999901,50.79000092,48.96999931,51.71000099,55.22999954,56.87000084,56.93000221,58.34999847,,
"Egipto, República Árabe de",EGY,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.90000057,46.73999977,46.30999851,46.35000134,41.43000031,40.56999969,39.9800005,33.65000057,29.70999908,38.44000053,28.69999981,26.46000004,39.4100008,46.94000053,45.81999969,43.5899992,48.78999901,45.26000023,45.98999786,44.85000134,44.02000046,40.94000053,45.8200016,46.62999821,46.5099988,31.64999962,35.01000023,30.87999916,27.72999954,,
Zona del Euro,EMU,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.53009166,12.41955797,12.22648995,12.12086814,12.05304641,11.63397031,11.48367946,11.18029306,10.7588566,10.31015556,10.3606453,10.10297892,10.00114848,9.845914669,9.840918581,9.68487196,9.412775435,9.08856852,8.915447697,8.893427548,8.737376318,8.692193098,8.650035143,8.73573858,8.555301254,8.419955672,8.216841613,8.10683555,8.070065883,,
Eritrea,ERI,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.33000183,92.11000061,91.89999771,91.52000046,91.54999924,90.57999802,89.42000198,90.52000046,90.79000092,90.19000244,88.84999847,87.96999931,89.32999802,88.54999924,88.20999908,87.97999954,87.62000275,86.87000084,87.18000031,88.04999924,86.88999939,86.20999908,86.48999977,84.71000099,85.52000237,84.85000038,85.81000137,84.89999962,84.99999809,,
España,ESP,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.51000023,22.28999996,22.21000004,21.36999989,20.69999981,19.50000048,17.95000029,16.75999975,14.46000051,13.31999993,13.23999953,11.95000029,11.40000033,10.96000004,11.16000032,10.36999977,10.08999968,9.740000367,9.0200001,8.789999962,8.899999857,9.339999795,9.68999964,9.49000001,9.520000398,9.329999983,8.789999783,8.399999797,8.519999921,,
Estonia,EST,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.810000062,3.840000033,3.859999895,3.940000057,3.99000001,4.099999905,3.899999976,4.7299999,4.650000095,4.820000052,3.450000048,3.570000052,3.849999964,4.029999942,3.810000092,3.810000032,3.899999887,3.430000097,3.589999974,4.129999936,3.699999899,3.830000043,4.480000108,4.320000201,4.75999999,4.589999914,4.00999999,4.830000147,4.939999789,,
Etiopía,ETH,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.88999939,91.29999924,91.09000015,91.22000122,91.10000229,90.79999924,90.81999969,91.32999802,91.61000061,92.22999954,91.94999886,92.25,92.85000229,92.76000214,92.93999672,92.83999634,92.46000099,92.41999817,92.26999855,91.83000183,91.40999985,91.06000137,90.72999954,90.11000061,89.36999893,88.67000198,87.95000076,87.13999939,86.45000076,,
Unión Europea,EUU,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.96396469,15.39914594,15.38923309,15.20174255,15.22297428,14.60991171,14.72470476,14.32489092,13.93196383,13.55531779,13.50111461,12.52655201,12.23038953,11.72352059,11.59487981,11.23690193,10.95151181,10.59260931,10.47936489,10.55866418,10.32661429,10.23130078,10.07302936,10.0012634,9.662844833,9.362005972,9.136162879,8.96492991,8.823674698,,
Frágiles y situaciones de conflicto afectados,FCS,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.16266834,74.43857618,74.79271752,75.33583112,76.12546649,76.67947422,77.17878285,78.11047984,78.53902098,78.71115176,78.76539346,78.9897229,79.02752705,78.55875944,78.14725599,77.85999068,77.62957022,77.4943181,77.6453874,77.33565225,76.89663542,76.66852057,76.74700881,76.24058459,76.39100158,76.39588499,76.51565886,76.64798375,76.82197897,,
Finlandia,FIN,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.000000477,8.910000026,8.7099998,8.51000005,8.659999967,9.370000005,7.470000088,6.849999905,7.25999999,6.599999785,6.669999897,6.870000124,6.299999863,6.019999802,6.49999994,6.279999971,6.060000122,6.629999816,7.100000054,6.859999895,6.579999804,6.990000159,6.960000128,7.360000014,7.310000062,7.370000094,7.099999994,7.410000235,7.679999948,,
Fiji,FJI,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.45999908,39.23999977,39.09000015,38.78999901,38.61999893,38.30999947,38.32999992,38.23999977,37.67000008,37.77999878,37.55999947,37.30999947,37.46999931,37.11999893,37.40999985,39.47999954,41.81000137,44.06000137,46.71999931,48.94999886,51.49000168,51.60000229,51.13000107,50.5700016,49.98000145,49.65999985,48.81999969,48.17000008,47.80000114,,
Francia,FRA,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.26999998,9.96999979,9.03000021,8.850000381,8.489999771,7.809999943,7.550000191,6.980000257,6.730000019,6.210000038,5.930000067,5.75,5.99000001,5.540000081,5.329999924,5.659999847,5.069999933,4.789999962,5.130000114,5.490000129,5.50000006,5.430000007,5.549999893,6.109999835,5.949999928,6.090000033,6.230000079,6.169999778,6.529999912,,
Islas Feroe,FRO,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micronesia (Estados Federados de),FSM,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabón,GAB,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.09999895,68.43000174,67.1500001,64.55999994,62.53000116,60.6299994,58.59000158,56.49999833,55.29000139,54.27999926,52.79999971,51.27999949,49.69000006,48.3799994,47.26000059,45.76999927,43.97000086,42.92999995,40.40000057,38.8899982,38.62999868,37.70000005,36.89999866,36.03999913,35.23999953,34.78999984,34.77999949,34.96000111,34.94999957,,
Reino Unido,GBR,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.170000196,6.149999976,6.119999826,6.200000107,6.169999897,6.120000124,6.150000036,6.130000234,6.129999876,6.159999907,5.800000161,5.839999914,6.209999949,6.169999778,6.23999995,6.579999864,6.690000027,6.79000017,7.100000024,7.560000092,7.899999827,8.24999997,8.359999895,9.039999664,9.050000072,9.459999949,9.579999626,9.690000445,9.869999796,,
Georgia,GEO,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.4900012,45.75,47.06000137,48.54999828,50.39999962,52.44000053,53.94000053,55.39999866,57.05999756,62.1099987,64,63.43999863,65.04999924,64.98000145,64.92000198,65.61000061,63.54999924,61.14999962,59.79999924,57.51000023,57.49000168,56.69999886,56.61999893,55.51000023,52.36000061,50.13999939,50.17000008,46.11000061,45.18000031,,
Ghana,GHA,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.92000008,90.80000114,90.26000023,90.13000107,90.01999855,89.86999893,89.54999924,89.30000114,88.98999977,88.61999893,88.26999855,87.87000084,87.52000046,87.14999962,86.68000031,85.95999908,85.60000038,85.27000046,85.01000023,84.28999901,82.40999794,81.28999901,80.56999683,79.57000065,79.27999783,79.24000168,78.28000355,77.43999958,76.69000244,,
Gibraltar,GIB,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.93000031,97,96.93000031,97.01000214,97.00999832,96.97000122,96.90999985,96.95000076,96.81999969,96.77999878,96.86999893,96.72000122,96.75,96.77000046,96.68000031,96.66000366,96.79000092,96.59000015,96.86999893,96.93999863,96.95999908,96.90999985,97.15000153,97.09999847,97.31999969,97.16000366,97.09999847,97.01999664,96.94000244,,
Gambia,GMB,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.54000092,90.45000076,90.31000137,90.07999802,89.95000076,89.45999908,89.50000191,89.07999611,88.70999908,88.33000183,87.70000267,87.37999725,86.71999931,86.04000282,86.06999874,85.90999889,85.60000134,85.46000004,84.98000145,84.51000023,84.45999813,83.87999916,83.59000015,83.56999588,82.67999935,81.72000217,81.91999722,81.79000092,81.25999928,,
Guinea-Bissau,GNB,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1099987,80.42000008,80.42000008,80.27000046,80.09999847,79.76000214,78.56999969,80.02999878,80.69000053,81.97999954,81.73000145,81.67000008,81.92000008,82.20000076,82.51000023,82.28000069,82.39999771,81.98999977,82.02000046,81.92000198,81.56999779,81.68000221,81.09000206,81.93999863,81.88000107,81.29000092,80.81999779,80.64999771,80.31999779,,
Guinea Ecuatorial,GNQ,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.68999863,88.6900034,89.73000336,87.82999897,88.49999809,88.18000221,86.94000149,89.61999631,86.72999811,85.43000364,83.86000121,83.99999821,82.26000059,79.53000337,76.20999634,74.78999695,73.30000001,70.33000061,72.34999877,71.78000367,69.74000031,68.8499997,71.04999816,71.81000152,76.0599997,78.48999941,77.53999972,77.27999759,79.61000097,,
Grecia,GRC,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.12000084,43.62000084,42.47000122,42.92000008,41.78000069,41.21999931,39.94000053,38.47999954,36.18000031,35.19999886,32.02000046,32.05000019,31.86000061,27.98999977,27.8399992,27.52000046,26.54000092,26.42999935,26.36000061,26.9800005,27.15999985,27.18999958,27.64999962,26.47000074,25.19999933,24.49000072,24.41000032,23.65000057,21.78000021,,
Granada,GRD,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groenlandia,GRL,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.89999962,56.80999851,56.77000046,56.6999979,56.47999954,56.51000118,56.31000137,55.96000004,55.82999897,55.71999931,56.3200016,57.20999908,57.95999908,56.55999947,56.17000198,55.64999771,54.96999931,54.5700016,54.62000084,54.34000015,44.75999928,55.98999977,47.68999863,45.96000195,45.84999943,45.05000114,47.64999771,47.11000061,46.64000034,,
Guam,GUM,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.48000026,10.4400003,10.40999985,10.3499999,10.27999997,10.2099998,10.10000014,10.00999987,9.929999948,9.799999952,9.709999919,9.629999995,9.609999657,9.449999809,9.330000043,9.400000215,9.369999647,9.330000162,9.319999933,9.290000319,9.289999604,9.249999762,9.2099998,9.159999609,9.150000036,9.149999976,9.159999967,9.180000126,9.160000384,,
Guyana,GUY,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.26000023,45.60000038,45.19999886,44.88000107,44.38999939,44.12000084,43.69999886,43.22000122,42.77999878,42.21999931,41.67000008,41.06000137,40.05999947,39.22000122,38.25999928,37.70999908,37.15000057,36.47000027,35.81999969,35.26000118,34.70000076,34.21000004,33.69999981,33.18999958,32.72000027,32.35000086,31.76999998,31.19000053,30.53999949,,
Ingreso alto,HIC,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.31436896,13.230037,12.99753445,12.83750662,12.7093717,12.32989152,12.27266586,12.01320456,11.68072364,11.39655833,11.1866378,10.70697483,10.47056848,10.19820835,10.01992925,9.758028207,9.533354962,9.246331924,9.151779543,9.003445089,8.870069938,8.811682872,8.671846075,8.621697315,8.365966172,8.186179055,8.120907385,8.023450934,7.924303421,,
"Hong Kong, Región Administrativa Especial",HKG,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7700001,3.689999938,3.589999914,3.470000029,3.420000076,3.210000038,3.060000062,3.080000043,3.630000114,3.370000124,3.809999943,4.460000038,4.7700001,5.090000033,4.870000005,4.719999909,4.360000014,4.559999943,4.530000091,3.819999874,4.140000105,4.25,4.23999989,4.040000081,3.929999888,4.160000086,4.099999905,4.049999923,4.049999893,,
Honduras,HND,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.24000168,52.0500021,51.87000084,52.28000069,52.05000114,52.25000095,52.15999985,52.09000015,52.59000111,52.14000034,52.28999805,52.13000011,51.67999935,51.09000111,50.28999996,48.22999954,47.35000134,46.94000006,52.14999866,52.93000126,48.94000149,51.52999878,53.59000015,49.57999802,51.8200016,48.22000122,52.98999977,53.11999893,48.59000111,,
Países pobres muy endeudados (PPME),HPC,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.31073016,90.46735487,90.49047843,90.60599764,90.54971195,90.32932941,90.36711242,90.40961537,90.39768722,90.32769845,90.0908654,90.04812986,90.10237942,89.94012707,89.79156593,89.4839208,89.16440705,88.82429897,88.75823669,88.30364447,87.6894634,87.09335411,86.77697822,86.21705499,86.01295393,85.63358314,85.1586265,84.5412037,84.14641448,,
Croacia,HRV,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.35999966,24.96000004,25.75999928,25.59999943,25.10000038,24.75999928,22.39000034,20.18999958,20.13999939,18.86999989,18.35000038,17.90999985,20.07999992,20.32999992,21.47999907,18.06999993,16.11000037,16.20000029,16.47000027,18.34000015,17.95999956,15.14999962,13.00999975,9.25999999,9.089999914,7.180000067,6.680000186,6.599999905,6.109999895,,
Haití,HTI,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.67000198,86.62000084,86.51000214,86.42000198,86.20999908,86,85.93000031,85.72999763,85.60000038,85.47999954,85.24000168,84.99999809,84.70999908,84.49000168,84.21999931,84.05000114,83.81000137,83.62999916,83.40999794,83.61000061,83.15999985,83.01000214,82.73999977,82.45000267,82.17000008,81.98999786,81.79000092,81.54999924,81.27000046,,
Hungría,HUN,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.04000044,14.94999993,12.40999997,12.07000005,11.82000029,11.58000028,10.99999952,9.899999738,9.299999595,7.5,7.099999845,6.800000191,6.229999959,6.569999814,6.209999979,5.779999971,6.03000015,5.559999883,5.96999976,5.529999912,5.360000014,5.609999895,5.079999894,4.760000139,4.900000125,5.040000081,5.380000085,5.449999869,5.400000095,,
Sólo BIRF,IBD,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.93736877,59.49853347,59.10222238,58.8071651,58.4963747,58.07404677,57.88312643,57.80525122,57.8658669,57.5359362,57.07364774,56.7228144,56.34473139,55.56695076,54.79975848,53.76545031,52.85761305,52.00007975,51.43414591,50.56849277,49.52176663,48.32489159,47.73790774,47.07798795,46.48141593,45.99647614,45.61354398,45.0437651,44.61145526,,
BIRF y la AIF,IBT,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2766833,63.94668027,63.69211322,63.51928066,63.32839897,63.01304136,62.87428909,62.9489917,63.03732634,62.72604429,62.39825623,62.12571265,61.83765843,61.25183959,60.62815546,59.85031175,59.1539983,58.55024349,58.20936424,57.58488013,56.66493719,55.64670734,55.14882633,54.54940474,54.12615242,53.74314305,53.37302516,52.91211895,52.54179793,,
total de la AIF,IDA,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.76188538,85.799298,85.87163239,85.98293762,86.06476943,85.92926436,85.63748965,86.06596179,85.96600432,85.48069694,85.38264045,85.12660749,84.93032694,84.91498531,84.6207823,84.49681344,84.32198129,84.15081514,84.01984665,83.59670099,82.6635745,81.97727391,81.45225929,80.60066501,80.2462407,79.81489392,78.90250037,78.27677945,77.75236249,,
mezcla de la AIF,IDB,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.99698135,80.91276904,81.11688642,81.16927851,81.47151728,81.37071424,80.29268102,81.79856964,81.76093362,80.34502912,80.50271701,80.01825681,79.64073479,80.20387388,79.74813414,80.25228872,80.08954236,80.07095369,79.67250686,79.00491503,77.87142698,77.22334796,76.54142646,75.56369465,75.72831809,75.43134773,74.27551198,73.23285037,72.56352407,,
Indonesia,IDN,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.23999786,75.54000092,74.89999771,74.09000015,73.07999802,71.99000168,70.32999802,71.72000122,70.06999969,70.6099987,68.55000114,68.45000076,69.88000107,68.94000053,65.21000099,64.67000008,65.95000076,65.90999985,65.51999664,64.22000122,62.03000069,59.65000153,58.61000061,58.54000092,56.62999916,56.31999969,56.60000038,57.21999931,57.07999992,,
Sólo AIF,IDX,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.60076127,87.69512035,87.72374848,87.86484085,87.82864601,87.69447095,87.72998305,87.7372148,87.61926493,87.51419894,87.31403996,87.1545875,87.0501366,86.82053652,86.60398134,86.23911773,86.06994943,85.83608967,85.8320742,85.51861015,84.67813333,83.94523315,83.44643552,82.62727711,82.05296856,81.52333289,80.65707722,80.16599705,79.6957115,,
Isla de Man,IMN,"Empleo vulnerable, mujeres (% del empleo femenino)",SL.EMP.VULN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
